Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,25, White
25, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male, United-States,39, Black
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,61, White
44, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,72, White
51, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,53, White
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,68, White
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,40, White
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States,26, White
32, Private, Some-college, Separated, Machine-op-inspct, Unmarried, Black, Female, United-States,49, White
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,45, White
58, ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male, United-States,48, White
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States,37, White
35, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Male, United-States,55, White
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,33, White
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,39, White
56, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female, ?,30, Black
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,20, White
56, ?, Some-college, Never-married, ?, Not-in-family, Black, Female, United-States,33, White
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,81, White
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,55, White
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, United-States,23, White
62, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,72, White
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States,40, White
52, Federal-gov, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female, United-States,29, White
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,40, White
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,63, Asian-Pac-Islander
40, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,28, White
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Nicaragua,44, White
41, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,22, White
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,84, White
27, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,46, White
19, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,47, White
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,26, White
27, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States,47, White
50, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female, United-States,22, White
29, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female, El-Salvador,37, White
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,87, White
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,45, White
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,25, White
39, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,63, White
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,40, White
27, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,24, White
59, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,81, White
31, ?, HS-grad, Divorced, ?, Unmarried, Black, Female, United-States,46, White
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,94, White
47, Self-emp-inc, Prof-school, Never-married, Other-service, Not-in-family, White, Male, United-States,72, White
64, Self-emp-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male, United-States,40, White
29, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico,23, White
38, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States,40, White
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,81, White
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,91, White
53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,28, White
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,64, White
70, ?, Bachelors, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, China,32, White
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,25, Black
36, Private, Bachelors, Divorced, Sales, Other-relative, Asian-Pac-Islander, Female, South,34, White
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, India,43, White
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, Hungary,40, White
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,38, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,30, White
47, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female, United-States,42, White
59, Private, 7th-8th, Never-married, Farming-fishing, Unmarried, White, Male, United-States,46, White
33, Federal-gov, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male, United-States,54, White
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,94, White
18, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States,42, White
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,34, White
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, ?,33, Black
19, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, United-States,36, Black
27, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male, United-States,29, White
40, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male, United-States,80, White
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,26, White
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States,23, Black
35, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Not-in-family, White, Male, United-States,31, White
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,41, White
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,79, White
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,91, White
23, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,24, White
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,22, White
53, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,41, White
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,87, White
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,44, White
25, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,41, Asian-Pac-Islander
18, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States,24, White
65, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,47, White
49, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States,23, White
64, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,28, White
68, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,97, White
56, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States,49, White
68, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,29, Black
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,90, White
50, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,34, White
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,44, White
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,42, White
39, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female, United-States,39, White
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States,40, White
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,84, White
20, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States,49, White
36, Private, Assoc-acdm, Never-married, Tech-support, Unmarried, White, Female, United-States,24, White
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,31, White
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,42, White
47, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,45, White
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States,25, White
53, Private, Some-college, Widowed, Sales, Unmarried, White, Female, United-States,38, White
32, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States,33, White
44, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,46, Asian-Pac-Islander
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, Mexico,21, White
35, Private, 5th-6th, Never-married, Farming-fishing, Unmarried, White, Male, United-States,24, White
34, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,30, White
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,33, White
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,34, White
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, Mexico,44, White
56, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,25, White
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,92, Black
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,34, White
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,88, White
47, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female, United-States,28, White
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Italy,26, White
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,33, White
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,37, White
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,20, White
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,49, White
53, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,96, White
75, Self-emp-not-inc, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female, United-States,32, White
